maskedcardno,cardno,blp_cardno
JJ<(XJJX<'JX$X0',1168011064103024,1168 0110 6410 3024
JJ<(XJJJ00<$C(0$,1168011122637823,1168 0111 2263 7823
JJ<(XJJJXJC0$<0(,1168011101723628,1168 0111 0172 3628
JJ<(XJJX<(PX'$XX,1168011068504300,1168 0110 6850 4300
JJ<(XJJJ$''V$P<J,1168011134493561,1168 0111 3449 3561
JJ<(XJJJJCJ'''V<,1168011117144496,1168 0111 1714 4496
JJ<(XJJX('CJ'0J',1168011084714214,1168 0110 8471 4214
JJ<(XJJJJ<J'<XJ$,1168011116146013,1168 0111 1614 6013
JJ<(XJJXV<C<<<<P,1168011096766665,1168 0110 9676 6665
JJ<(XJJXV$'(<'PC,1168011093486457,1168 0110 9348 6457
JJ<(XJJXP$C'JJ<',1168011053741164,1168 0110 5374 1164
JJ<(XJJJ$JC0C<$J,1168011131727631,1168 0111 3172 7631
JJ<(XJJJJJ(X0V'J,1168011111802941,1168 0111 1180 2941
JJ<(XJJX<0C(CCX$,1168011062787703,1168 0110 6278 7703
JJ<(XJJJ$C$JJVC<,1168011137311976,1168 0111 3731 1976
JJ<(XJJJJXP$0PP<,1168011110532556,1168 0111 1053 2556
JJ<(XJJXVP0'<CC<,1168011095246776,1168 0110 9524 6776
JJ<(XJJX<'0XXV0V,1168011064200929,1168 0110 6420 0929
JJ<(XJJJJXP(CP<(,1168011110587568,1168 0111 1058 7568
JJ<(XJJJ00(0J<C',1168011122821674,1168 0111 2282 1674
JJ<(XJJX<''JJ0X$,1168011064411203,1168 0110 6441 1203
JJ<(XJJX(<VPX'PJ,1168011086950451,1168 0110 8695 0451
JJ<(XJJJJV'P<0P0,1168011119456252,1168 0111 1945 6252
JJ<(XJJJX'$JP$XC,1168011104315307,1168 0111 0431 5307
JJ<(XJJJJVV''JVX,1168011119944190,1168 0111 1994 4190
JJ<(XJJJJ<J$(P$J,1168011116138531,1168 0111 1613 8531
JJ<(XJJXPX(J<(0V,1168011050816829,1168 0110 5081 6829
JJ<(XJJX<$JP<X<',1168011063156064,1168 0110 6315 6064
JJ<(XJJJJ$PX<JPJ,1168011113506151,1168 0111 1350 6151
JJ<(XJJJ0(<V('P<,1168011128698456,1168 0111 2869 8456
JJ<(XJJX<J'C''0(,1168011061474428,1168 0110 6147 4428
JJ<(XJJX<CP$0P'0,1168011067532542,1168 0110 6753 2542
JJ<(XJJX'0X'P0VC,1168011042045297,1168 0110 4204 5297
JJ<(XJJJJJ$JCV(J,1168011111317981,1168 0111 1131 7981
JJ<(XJJJX(PPC<0$,1168011108557623,1168 0111 0855 7623
JJ<(XJJJ0P0C(0$C,1168011125278237,1168 0111 2527 8237
JJ<(XJJJJJ0V<C<$,1168011111296763,1168 0111 1129 6763
JJ<(XJJX('$$P0$',1168011084335234,1168 0110 8433 5234
JJ<(XJJXVX0P(0X<,1168011090258206,1168 0110 9025 8206
JJ<(XJJJXCCJJ'<X,1168011107711460,1168 0111 0771 1460
JJ<(XJJJX('$C<$<,1168011108437636,1168 0111 0843 7636
JJ<(XJJJX($'C''C,1168011108347447,1168 0111 0834 7447
JJ<(XJJJJ<<PJV0J,1168011116651921,1168 0111 1665 1921
JJ<(XJJJ0($('PX$,1168011128384503,1168 0111 2838 4503
JJ<(XJJX'($J$((V,1168011048313889,1168 0110 4831 3889
JJ<(XJJJJVV$0'XJ,1168011119932401,1168 0111 1993 2401
JJ<(XJJXV$(CP$<X,1168011093875360,1168 0110 9387 5360
JJ<(XJJXVVJX'C(J,1168011099104781,1168 0110 9910 4781
JJ<(XJJJJC$'P$0P,1168011117345325,1168 0111 1734 5325
JJ<(XJJX<X(JJPCX,1168011060811570,1168 0110 6081 1570
JJ<(XJJJJJ(JXJCP,1168011111810175,1168 0111 1181 0175
JJ<(XJJX'$CC$C(X,1168011043773780,1168 0110 4377 3780
JJ<(XJJX'VVCV<V<,1168011049979696,1168 0110 4997 9696
JJ<(XJJJ$CJV(C'<,1168011137198746,1168 0111 3719 8746
JJ<(XJJJJJ0X((($,1168011111208883,1168 0111 1120 8883
JJ<(XJJX<X$X$<JX,1168011060303610,1168 0110 6030 3610
JJ<(XJJX<XJJ<JC(,1168011060116178,1168 0110 6011 6178
JJ<(XJJJJC$X'J$0,1168011117304132,1168 0111 1730 4132
JJ<(XJJJJJ'$CC<$,1168011111437763,1168 0111 1143 7763
JJ<(XJJX<'X<('JC,1168011064068417,1168 0110 6406 8417
JJ<(XJJJ'XX$<J0$,1168011140036123,1168 0111 4003 6123
JJ<(XJJJ00V(<C'J,1168011122986741,1168 0111 2298 6741
JJ<(XJJJ'X$X$0$',1168011140303234,1168 0111 4030 3234
JJ<(XJJX<C(CV$V(,1168011067879398,1168 0110 6787 9398
JJ<(XJJXVPXC(JX',1168011095078104,1168 0110 9507 8104
JJ<(XJJJ00VC<'X$,1168011122976403,1168 0111 2297 6403
JJ<(XJJXCCC$CXJ<,1168011077737016,1168 0110 7773 7016
JJ<(XJJJX0X'X<PV,1168011102040659,1168 0111 0204 0659
JJ<(XJJJ$J''<P<0,1168011131446562,1168 0111 3144 6562
JJ<(XJJX$($'PPJJ,1168011038345511,1168 0110 3834 5511
JJ<(XJJX<JC(XVXC,1168011061780907,1168 0110 6178 0907
JJ<(XJJXCJ'P$000,1168011071453222,1168 0110 7145 3222
JJ<(XJJX<<J0<0<0,1168011066126262,1168 0110 6612 6262
JJ<(XJJJJ<C<$J'(,1168011116763148,1168 0111 1676 3148
JJ<(XJJX(C<C$$J(,1168011087673318,1168 0110 8767 3318
JJ<(XJJXPPVX'<'<,1168011055904646,1168 0110 5590 4646
JJ<(XJJX''J$J<PC,1168011044131657,1168 0110 4413 1657
JJ<(XJJX'<CXPX<X,1168011046705060,1168 0110 4670 5060
JJ<(XJJX<PPCJXV<,1168011065571096,1168 0110 6557 1096
JJ<(XJJX$V'VVC'C,1168011039499747,1168 0110 3949 9747
JJ<(XJJX0CVXPJJV,1168011027905119,1168 0110 2790 5119
JJ<(XJJXVV0VJP<0,1168011099291562,1168 0110 9929 1562
JJ<(XJJJX(<V0JXC,1168011108692107,1168 0111 0869 2107
JJ<(XJJX<CV<PVC$,1168011067965973,1168 0110 6796 5973
JJ<(XJJXPPJ$XCJ$,1168011055130713,1168 0110 5513 0713
JJ<(XJJJX(0JPC'$,1168011108215743,1168 0111 0821 5743
JJ<(XJJJ$C'(VV'C,1168011137489947,1168 0111 3748 9947
JJ<(XJJJ0(JC(VJ$,1168011128178913,1168 0111 2817 8913
JJ<(XJJXCP0VJ0$X,1168011075291230,1168 0110 7529 1230
JJ<(XJJX<$C$0P$',1168011063732534,1168 0110 6373 2534
JJ<(XJJXPPJCVPX',1168011055179504,1168 0110 5517 9504
JJ<(XJJJJXX0JVP<,1168011110021956,1168 0111 1002 1956
JJ<(XJJXVXP'PC(',1168011090545784,1168 0110 9054 5784
JJ<(XJJJ$C<XPX((,1168011137605088,1168 0111 3760 5088
JJ<(XJJX<J(X0X<P,1168011061802065,1168 0110 6180 2065
JJ<(XJJJJXP$J'CP,1168011110531475,1168 0111 1053 1475
JJ<(XJJJJ$<0V$$',1168011113629334,1168 0111 1362 9334
JJ<(XJJJJ'<(''JJ,1168011114684411,1168 0111 1468 4411
JJ<(XJJX'V(CJ<$(,1168011049871638,1168 0110 4987 1638
JJ<(XJJJJXCCCJ$<,1168011110777136,1168 0111 1077 7136
JJ<(XJJXPV<V<0'(,1168011059696248,1168 0110 5969 6248
JJ<(XJJX'C0PCV$V,1168011047257939,1168 0110 4725 7939
JJ<(XJJJJX0PVVV',1168011110259994,1168 0111 1025 9994
JJ<(XJJX(J0PX'X0,1168011081250402,1168 0110 8125 0402
JJ<(XJJX<CVC<P'J,1168011067976541,1168 0110 6797 6541
JJ<(XJJX<C(VJVVC,1168011067891997,1168 0110 6789 1997
JJ<(XJJJ0('P$0C',1168011128453274,1168 0111 2845 3274
JJ<(XJJJJV<JJXP',1168011119611054,1168 0111 1961 1054
JJ<(XJJJ$J<'CP(J,1168011131647581,1168 0111 3164 7581
JJ<(XJJX<J0V'X$0,1168011061294032,1168 0110 6129 4032
JJ<(XJJXC($VXC<P,1168011078390765,1168 0110 7839 0765
JJ<(XJJXVXCC0XX(,1168011090772008,1168 0110 9077 2008
JJ<(XJJJXCPC<'<C,1168011107576467,1168 0111 0757 6467
JJ<(XJJJJ$(0PX(X,1168011113825080,1168 0111 1382 5080
JJ<(XJJX<C((XV'J,1168011067880941,1168 0110 6788 0941
JJ<(XJJJJ<CJ$'J<,1168011116713416,1168 0111 1671 3416
JJ<(XJJJ0(J(<0J$,1168011128186213,1168 0111 2818 6213
JJ<(XJJX$CC0(VJP,1168011037728915,1168 0110 3772 8915
JJ<(XJJJ$'X<$PCX,1168011134063570,1168 0111 3406 3570
JJ<(XJJJX(($CV<C,1168011108837967,1168 0111 0883 7967
JJ<(XJJX<'PJJ0<C,1168011064511267,1168 0110 6451 1267
JJ<(XJJX('$J'<V0,1168011084314692,1168 0110 8431 4692
JJ<(XJJXP0'JJ'((,1168011052411488,1168 0110 5241 1488
JJ<(XJJJ$'<XVJ<<,1168011134609166,1168 0111 3460 9166
JJ<(XJJJJ$VPV<PC,1168011113959657,1168 0111 1395 9657
JJ<(XJJX0$C$0'($,1168011023732483,1168 0110 2373 2483
JJ<(XJJJ$'''CXJ$,1168011134447013,1168 0111 3444 7013
JJ<(XJJX<000$<J(,1168011062223618,1168 0110 6222 3618
JJ<(XJJX0<<XC0V',1168011026607294,1168 0110 2660 7294
JJ<(XJJJ0$X<'$VV,1168011123064399,1168 0111 2306 4399
JJ<(XJJX$$JJVC<0,1168011033119762,1168 0110 3311 9762
JJ<(XJJJJ$PC0P<C,1168011113572567,1168 0111 1357 2567
JJ<(XJJJJ$JXXJVP,1168011113100195,1168 0111 1310 0195
JJ<(XJJJ0P<C$$J0,1168011125673312,1168 0111 2567 3312
JJ<(XJJJJC<$P'<V,1168011117635469,1168 0111 1763 5469
JJ<(XJJXV0PX<0X<,1168011092506206,1168 0110 9250 6206
JJ<(XJJXV$X(<<P$,1168011093086653,1168 0110 9308 6653
JJ<(XJJXP(0'$$'V,1168011058243349,1168 0110 5824 3349
JJ<(XJJX'<(00CC',1168011046822774,1168 0110 4682 2774
JJ<(XJJXV0X0'XPJ,1168011092024051,1168 0110 9202 4051
JJ<(XJJJX'00PX(',1168011104225084,1168 0111 0422 5084
JJ<(XJJJ0PVPV<CV,1168011125959679,1168 0111 2595 9679
JJ<(XJJJJXPC'(00,1168011110574822,1168 0111 1057 4822
JJ<(XJJXVX$CX'C0,1168011090370472,1168 0110 9037 0472
JJ<(XJJXCX$V$'<X,1168011070393460,1168 0110 7039 3460
JJ<(XJJJJJPCP00',1168011111575224,1168 0111 1157 5224
JJ<(XJJJX(<0V<J0,1168011108629612,1168 0111 0862 9612
JJ<(XJJXC(VXX$(J,1168011078900381,1168 0110 7890 0381
JJ<(XJJXC((CP('V,1168011078875849,1168 0110 7887 5849
JJ<(XJJXVV'$J$0P,1168011099431325,1168 0110 9943 1325
JJ<(XJJX(V0C0X$<,1168011089272036,1168 0110 8927 2036
JJ<(XJJJJJ(($0'(,1168011111883248,1168 0111 1188 3248
JJ<(XJJJ$'$<P($P,1168011134365835,1168 0111 3436 5835
JJ<(XJJX$X(0(VX0,1168011030828902,1168 0110 3082 8902
JJ<(XJJXPJ<$V<VJ,1168011051639691,1168 0110 5163 9691
JJ<(XJJX0C(VX''',1168011027890444,1168 0110 2789 0444
JJ<(XJJJXP0P<<VX,1168011105256690,1168 0111 0525 6690
JJ<(XJJXP(JV'<<<,1168011058194666,1168 0110 5819 4666
JJ<(XJJXV<$C(J'V,1168011096378149,1168 0110 9637 8149
JJ<(XJJJJ$'(''VX,1168011113484490,1168 0111 1348 4490
JJ<(XJJJJ'C((''',1168011114788444,1168 0111 1478 8444
JJ<(XJJX$'JVV<(X,1168011034199680,1168 0110 3419 9680
JJ<(XJJJ00('(XC$,1168011122848073,1168 0111 2284 8073
JJ<(XJJJJ<<0PPJJ,1168011116625511,1168 0111 1662 5511
JJ<(XJJJJVXXP'(V,1168011119005489,1168 0111 1900 5489
JJ<(XJJJXCP<<CJ<,1168011107566716,1168 0111 0756 6716
JJ<(XJJXCXC<$$X(,1168011070763308,1168 0110 7076 3308
JJ<(XJJJJXPX($C',1168011110508374,1168 0111 1050 8374
JJ<(XJJJ0($0PX$P,1168011128325035,1168 0111 2832 5035
JJ<(XJJX<CV$V0VJ,1168011067939291,1168 0110 6793 9291
JJ<(XJJJX0JCCPXJ,1168011102177501,1168 0111 0217 7501
JJ<(XJJX(VP(V<X$,1168011089589603,1168 0110 8958 9603
JJ<(XJJJ$'V<'XXV,1168011134964009,1168 0111 3496 4009
JJ<(XJJX(C<$<0X(,1168011087636208,1168 0110 8763 6208
JJ<(XJJJJV(<J<XX,1168011119861600,1168 0111 1986 1600
JJ<(XJJX<C(<JVJC,1168011067861917,1168 0110 6786 1917
JJ<(XJJJJ<$C'JJX,1168011116374110,1168 0111 1637 4110
JJ<(XJJX<'XVXP<V,1168011064090569,1168 0110 6409 0569
JJ<(XJJJXP(0XJ<',1168011105820164,1168 0111 0582 0164
JJ<(XJJX<CVJ((J<,1168011067918816,1168 0110 6791 8816
JJ<(XJJX'VP$X(<J,1168011049530861,1168 0110 4953 0861
JJ<(XJJJJC<('(CJ,1168011117684871,1168 0111 1768 4871
JJ<(XJJXCX'(JC(<,1168011070481786,1168 0110 7048 1786
JJ<(XJJJX0X$JVPP,1168011102031955,1168 0111 0203 1955
JJ<(XJJX0('0XX$P,1168011028420035,1168 0110 2842 0035
JJ<(XJJJ$CPP'VX<,1168011137554906,1168 0111 3755 4906
JJ<(XJJX(JPP$PVV,1168011081553599,1168 0110 8155 3599
JJ<(XJJJ$'J'J<(J,1168011134141681,1168 0111 3414 1681
JJ<(XJJX<CJ0JVPC,1168011067121957,1168 0110 6712 1957
JJ<(XJJX<JV<XJV',1168011061960194,1168 0110 6196 0194
JJ<(XJJXV$C(J'JX,1168011093781410,1168 0110 9378 1410
JJ<(XJJXV<JJ0PCJ,1168011096112571,1168 0110 9611 2571
JJ<(XJJX'(XC(CVC,1168011048078797,1168 0110 4807 8797
JJ<(XJJJ$C0<PJ(X,1168011137265180,1168 0111 3726 5180
JJ<(XJJXCCXCX0X0,1168011077070202,1168 0110 7707 0202
JJ<(XJJXVXX'X(X0,1168011090040802,1168 0110 9004 0802
JJ<(XJJJX(0<VP$',1168011108269534,1168 0111 0826 9534
JJ<(XJJJJJ0'(PJC,1168011111248517,1168 0111 1124 8517
JJ<(XJJXV(J0P'P<,1168011098125456,1168 0110 9812 5456
JJ<(XJJX<'X'$0P$,1168011064043253,1168 0110 6404 3253
JJ<(XJJX<'X<JPX$,1168011064061503,1168 0110 6406 1503
JJ<(XJJJJV('V''V,1168011119849449,1168 0111 1984 9449
JJ<(XJJJJ'(((<C$,1168011114888673,1168 0111 1488 8673
JJ<(XJJXP($($00(,1168011058383228,1168 0110 5838 3228
JJ<(XJJX'JP$'0XX,1168011041534200,1168 0110 4153 4200
JJ<(XJJJJ'CCXJ'P,1168011114770145,1168 0111 1477 0145
JJ<(XJJJJ'(CJ$XC,1168011114871307,1168 0111 1487 1307
JJ<(XJJX<$(0XJP<,1168011063820156,1168 0110 6382 0156
JJ<(XJJJ$JXPJ0(V,1168011131051289,1168 0111 3105 1289
JJ<(XJJXV<'0''(V,1168011096424489,1168 0110 9642 4489
JJ<(XJJX<$C(J(J0,1168011063781812,1168 0110 6378 1812
JJ<(XJJXCPX<J'<(,1168011075061468,1168 0110 7506 1468
JJ<(XJJJ0(C0<$'V,1168011128726349,1168 0111 2872 6349
JJ<(XJJXP(JP<<0',1168011058156624,1168 0110 5815 6624
JJ<(XJJXV<$PJ'$P,1168011096351435,1168 0110 9635 1435
JJ<(XJJXVVC(XPC0,1168011099780572,1168 0110 9978 0572
JJ<(XJJXVV$<X(CX,1168011099360870,1168 0110 9936 0870
JJ<(XJJJ0X'XXVXJ,1168011120400901,1168 0111 2040 0901
JJ<(XJJJ$'CV(P00,1168011134798522,1168 0111 3479 8522
JJ<(XJJJJCJ'VV$$,1168011117149933,1168 0111 1714 9933
JJ<(XJJJ$J0VP'XC,1168011131295407,1168 0111 3129 5407
JJ<(XJJJ000$(P<',1168011122238564,1168 0111 2223 8564
JJ<(XJJJ'XXX$('0,1168011140003842,1168 0111 4000 3842
JJ<(XJJJJVC0X00(,1168011119720228,1168 0111 1972 0228
JJ<(XJJX00P'(X<0,1168011022548062,1168 0110 2254 8062
JJ<(XJJJXP'CXJPX,1168011105470150,1168 0111 0547 0150
JJ<(XJJXP0(PX<V$,1168011052850693,1168 0110 5285 0693
JJ<(XJJX<($PCX'(,1168011068357048,1168 0110 6835 7048
JJ<(XJJJX0JP<X<C,1168011102156067,1168 0111 0215 6067
JJ<(XJJJ$JCC'JJ0,1168011131774112,1168 0111 3177 4112
JJ<(XJJJJV$VC$'X,1168011119397340,1168 0111 1939 7340
JJ<(XJJJ$'J(X0J(,1168011134180218,1168 0111 3418 0218
JJ<(XJJJJ<JJ$JP$,1168011116113153,1168 0111 1611 3153
JJ<(XJJJXP$'(J<<,1168011105348166,1168 0111 0534 8166
JJ<(XJJJJX'VX0PX,1168011110490250,1168 0111 1049 0250
JJ<(XJJXV$P<'X<$,1168011093564063,1168 0110 9356 4063
JJ<(XJJX<C(<00<J,1168011067862261,1168 0110 6786 2261
JJ<(XJJJJ$JX<JJV,1168011113106119,1168 0111 1310 6119
JJ<(XJJJ00<PPCXX,1168011122655700,1168 0111 2265 5700
JJ<(XJJXV000$($<,1168011092223836,1168 0110 9222 3836
JJ<(XJJX'P<$P<(X,1168011045635680,1168 0110 4563 5680
JJ<(XJJJ$'$(J00X,1168011134381220,1168 0111 3438 1220
JJ<(XJJJJ'C''XP(,1168011114744058,1168 0111 1474 4058
JJ<(XJJJJV'JJJXV,1168011119411109,1168 0111 1941 1109
JJ<(XJJX('JPXJVP,1168011084150195,1168 0110 8415 0195
JJ<(XJJXP($$XVCJ,1168011058330971,1168 0110 5833 0971
JJ<(XJJJJ<<<$VJ(,1168011116663918,1168 0111 1666 3918
JJ<(XJJJ$'X'(JPV,1168011134048159,1168 0111 3404 8159
JJ<(XJJJJV'P$'0',1168011119453424,1168 0111 1945 3424
JJ<(XJJX(J0<<XCC,1168011081266077,1168 0110 8126 6077
JJ<(XJJX<J$V$X<P,1168011061393065,1168 0110 6139 3065
JJ<(XJJX<JCXVJ0X,1168011061709120,1168 0110 6170 9120
JJ<(XJJJ00V('$<P,1168011122984365,1168 0111 2298 4365
JJ<(XJJJ00$PCXCP,1168011122357075,1168 0111 2235 7075
JJ<(XJJXCCXJPJ<P,1168011077015165,1168 0110 7701 5165
JJ<(XJJXVVV$<<CV,1168011099936679,1168 0110 9993 6679
JJ<(XJJX$'$V$J(',1168011034393184,1168 0110 3439 3184
JJ<(XJJJX0'0C<P(,1168011102427658,1168 0111 0242 7658
JJ<(XJJJJX'$J(<<,1168011110431866,1168 0111 1043 1866
JJ<(XJJX$J<'P0CJ,1168011031645271,1168 0110 3164 5271
JJ<(XJJJ'XX'VJJ(,1168011140049118,1168 0111 4004 9118
JJ<(XJJXC(C0P$VX,1168011078725390,1168 0110 7872 5390
JJ<(XJJJJ'V'C(J(,1168011114947818,1168 0111 1494 7818
JJ<(XJJXCJ0JJX<C,1168011071211067,1168 0110 7121 1067
JJ<(XJJJ0($0PX'$,1168011128325043,1168 0111 2832 5043
JJ<(XJJXC((J$<XX,1168011078813600,1168 0110 7881 3600
JJ<(XJJJ0P'J'$'P,1168011125414345,1168 0111 2541 4345
JJ<(XJJJJJ$V<C<J,1168011111396761,1168 0111 1139 6761
JJ<(XJJJJ'J($('',1168011114183844,1168 0111 1418 3844
JJ<(XJJJJ'$PCX'0,1168011114357042,1168 0111 1435 7042
JJ<(XJJXPVPCPXP$,1168011059575053,1168 0110 5957 5053
JJ<(XJJJ$JC<P(((,1168011131765888,1168 0111 3176 5888
JJ<(XJJJJ<'X(0V(,1168011116408298,1168 0111 1640 8298
JJ<(XJJX<'00XV(',1168011064220984,1168 0110 6422 0984
JJ<(XJJJJ'JJJV0(,1168011114111928,1168 0111 1411 1928
JJ<(XJJX'JPJ(X$V,1168011041518039,1168 0110 4151 8039
JJ<(XJJJX'P(<0CV,1168011104586279,1168 0111 0458 6279
JJ<(XJJJJC$$'XCJ,1168011117334071,1168 0111 1733 4071
JJ<(XJJJJJP00VC(,1168011111522978,1168 0111 1152 2978
JJ<(XJJX<'<X0''C,1168011064602447,1168 0110 6460 2447
JJ<(XJJXCP<VJPCV,1168011075691579,1168 0110 7569 1579
JJ<(XJJX<J(X0<CC,1168011061802677,1168 0110 6180 2677
JJ<(XJJXCJC(<0XV,1168011071786209,1168 0110 7178 6209
JJ<(XJJJXC<'$PJP,1168011107643515,1168 0111 0764 3515
JJ<(XJJXJP<'$0PX,1168011015643250,1168 0110 1564 3250
JJ<(XJJJ$CVCVX<J,1168011137979061,1168 0111 3797 9061
JJ<(XJJX<V($((00,1168011069838822,1168 0110 6983 8822
JJ<(XJJX<J'$'JVX,1168011061434190,1168 0110 6143 4190
JJ<(XJJX'(<V<<(V,1168011048696689,1168 0110 4869 6689
JJ<(XJJXV('C'CPP,1168011098474755,1168 0110 9847 4755
JJ<(XJJX<V$'V'VV,1168011069349499,1168 0110 6934 9499
JJ<(XJJX('P$J$V',1168011084531394,1168 0110 8453 1394
JJ<(XJJX<J$<<<PC,1168011061366657,1168 0110 6136 6657
JJ<(XJJJ$JXV($00,1168011131098322,1168 0111 3109 8322
JJ<(XJJX$VPXPCJC,1168011039505717,1168 0110 3950 5717
JJ<(XJJXC0'''V0$,1168011072444923,1168 0110 7244 4923
JJ<(XJJJ0PPCC$JP,1168011125577315,1168 0111 2557 7315
JJ<(XJJJ$'<CP<CX,1168011134675670,1168 0111 3467 5670
JJ<(XJJJ$J''$JPP,1168011131443155,1168 0111 3144 3155
JJ<(XJJXV$'(<<J',1168011093486614,1168 0110 9348 6614
JJ<(XJJJ$'X'<<P(,1168011134046658,1168 0111 3404 6658
JJ<(XJJJJ<VCCCJ',1168011116977714,1168 0111 1697 7714
JJ<(XJJJJV(J<PCX,1168011119816570,1168 0111 1981 6570
JJ<(XJJXP(<<PV((,1168011058665988,1168 0110 5866 5988
JJ<(XJJX(C<('JVX,1168011087684190,1168 0110 8768 4190
JJ<(XJJJXC00'V'',1168011107224944,1168 0111 0722 4944
JJ<(XJJXVVVPV0($,1168011099959283,1168 0110 9995 9283
JJ<(XJJX<C<0$J(',1168011067623184,1168 0110 6762 3184
JJ<(XJJJ0($'XJP(,1168011128340158,1168 0111 2834 0158
JJ<(XJJJJC0'P(X<,1168011117245806,1168 0111 1724 5806
JJ<(XJJJXJP'VJ<$,1168011101549163,1168 0111 0154 9163
JJ<(XJJJ0(JC(JV',1168011128178194,1168 0111 2817 8194
JJ<(XJJJXJVX$(X(,1168011101903808,1168 0111 0190 3808
JJ<(XJJJX('J0<((,1168011108412688,1168 0111 0841 2688
JJ<(XJJJJ<JJJ(0C,1168011116111827,1168 0111 1611 1827
JJ<(XJJJX'('0<XC,1168011104842607,1168 0111 0484 2607
JJ<(XJJJXP<(<J<V,1168011105686169,1168 0111 0568 6169
JJ<(XJJJJC'VVVJ<,1168011117499916,1168 0111 1749 9916
JJ<(XJJJJ<P<C0CP,1168011116567275,1168 0111 1656 7275
JJ<(XJJJ$J<<C<0J,1168011131667621,1168 0111 3166 7621
JJ<(XJJJ0P(PV0PV,1168011125859259,1168 0111 2585 9259
JJ<(XJJJXC(CJCJX,1168011107871710,1168 0111 0787 1710
JJ<(XJJJJ'VCV'0$,1168011114979423,1168 0111 1497 9423
JJ<(XJJJJJVJP0$X,1168011111915230,1168 0111 1191 5230
JJ<(XJJJ$'<XJVC$,1168011134601973,1168 0111 3460 1973
JJ<(XJJJX00<0V'V,1168011102262949,1168 0111 0226 2949
JJ<(XJJJ0PC$V<($,1168011125739683,1168 0111 2573 9683
JJ<(XJJJJ<'$V$JV,1168011116439319,1168 0111 1643 9319
JJ<(XJJJ$CX(X'V(,1168011137080498,1168 0111 3708 0498
JJ<(XJJJJ'''$<'',1168011114443644,1168 0111 1444 3644
JJ<(XJJX'$<JXX0',1168011043610024,1168 0110 4361 0024
JJ<(XJJXVV<PJPJ(,1168011099651518,1168 0110 9965 1518
JJ<(XJJJ$'J'P0JJ,1168011134145211,1168 0111 3414 5211
JJ<(XJJX(C<'PJJ(,1168011087645118,1168 0110 8764 5118
JJ<(XJJXP(0PX0<X,1168011058250260,1168 0110 5825 0260
JJ<(XJJXCPP00'<V,1168011075522469,1168 0110 7552 2469
JJ<(XJJXCXXJX$'<,1168011070010346,1168 0110 7001 0346
JJ<(XJJJ00PX'$VP,1168011122504395,1168 0111 2250 4395
JJ<(XJJJJ'<0P'00,1168011114625422,1168 0111 1462 5422
JJ<(XJJJ$J((C0(<,1168011131887286,1168 0111 3188 7286
JJ<(XJJX$'C(XCJJ,1168011034780711,1168 0110 3478 0711
JJ<(XJJXJ<JC<$<C,1168011016176367,1168 0110 1617 6367
JJ<(XJJXV0P<'''P,1168011092564445,1168 0110 9256 4445
JJ<(XJJX('V<C$0P,1168011084967325,1168 0110 8496 7325
JJ<(XJJJJ'$'$PXP,1168011114343505,1168 0111 1434 3505
JJ<(XJJXP0'XVC'(,1168011052409748,1168 0110 5240 9748
JJ<(XJJXJ(PC$XVX,1168011018573090,1168 0110 1857 3090
JJ<(XJJJ$'JPC$'V,1168011134157349,1168 0111 3415 7349
JJ<(XJJXV$(CJ0X$,1168011093871203,1168 0110 9387 1203
JJ<(XJJXVXP'<JCX,1168011090546170,1168 0110 9054 6170
JJ<(XJJJ0($P0C0',1168011128352724,1168 0111 2835 2724
JJ<(XJJJJJX<$'(<,1168011111063486,1168 0111 1106 3486
JJ<(XJJX<PPVVX<$,1168011065599063,1168 0110 6559 9063
JJ<(XJJXVVPVX$V$,1168011099590393,1168 0110 9959 0393
JJ<(XJJJ$CJX(00',1168011137108224,1168 0111 3710 8224
JJ<(XJJX<CV$$X0J,1168011067933021,1168 0110 6793 3021
JJ<(XJJJ00<PPPCC,1168011122655577,1168 0111 2265 5577
JJ<(XJJJJ<P(X'JV,1168011116580419,1168 0111 1658 0419
JJ<(XJJJXP'(CXCJ,1168011105487071,1168 0111 0548 7071
JJ<(XJJX(<V'$$VV,1168011086943399,1168 0110 8694 3399
JJ<(XJJXVX0PC('',1168011090257844,1168 0110 9025 7844
JJ<(XJJX<<PJJ$P<,1168011066511356,1168 0110 6651 1356
JJ<(XJJXVV<C'<$P,1168011099674635,1168 0110 9967 4635
JJ<(XJJJJJCPC<0',1168011111757624,1168 0111 1175 7624
JJ<(XJJXVPJ0(C<(,1168011095128768,1168 0110 9512 8768
JJ<(XJJXP<(<XC$X,1168011056860730,1168 0110 5686 0730
JJ<(XJJJXJX<'PX0,1168011101064502,1168 0111 0106 4502
JJ<(XJJXPJ<V('C$,1168011051698473,1168 0110 5169 8473
JJ<(XJJJJJ0PXPXP,1168011111250505,1168 0111 1125 0505
JJ<(XJJJ0(X$C<VC,1168011128037697,1168 0111 2803 7697
JJ<(XJJX<JV<P<XC,1168011061965607,1168 0110 6196 5607
JJ<(XJJX$0V0<JCP,1168011032926175,1168 0110 3292 6175
JJ<(XJJX<X($<(VX,1168011060836890,1168 0110 6083 6890
JJ<(XJJXCX(XV(J0,1168011070809812,1168 0110 7080 9812
JJ<(XJJJX($0X(PC,1168011108320857,1168 0111 0832 0857
JJ<(XJJJXPC<'X<P,1168011105764065,1168 0111 0576 4065
JJ<(XJJX<CJP'(($,1168011067154883,1168 0110 6715 4883
